idx,user_ids,accent,age_group,country,transcript,nchars,audio_ids,audio_paths,duration,origin,domain,split,gender
52267,a5a17c6cc2e10fbebc20e6548b59b1db,epie,19-25,NG,O my Hornby and my Barlow long ago,34,0f7a2e71c77cb41b7de070daacfaf7fb,/AfriSpeech-100/test/33865933-7c03-4b83-a4ff-9ed7d262d313/c854f6eb423c39eb277cc1295386e7fa.wav,2.0839909297052155,nigerian,general,test,Female
87247,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,Her 22 year old sister Enyinnanya lives w/ her in Owo and takes care of her.,76,58525a1f6ac2aef2e980873a6b6ddb30,/AfriSpeech-100/test/f28228d6-388e-4834-9938-0c623d55b48d/18ea8efd11ab92a9b72857b441a44c6e.wav,7.200997732426304,nigerian,general,test,Female
87259,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,"As a cricketer , he played a few matches for Durham in the Minor Counties Championship , and had a long association with Darlington Cricket Club , as player , captain and president .",182,6f5de01cb1cd3bfb64ad0f4fe33ae85f,/AfriSpeech-100/test/110af78e-0eb8-47b0-bf43-06f144c779ad/5f2f2f242fb01a0508e37b3bca7b5cb8.wav,15.860997732426306,nigerian,general,test,Female
87264,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,"He said Zimbabwes new government, which came to power after Mugabes ousting, posed an unusual and extraordinary threat to his country.",134,509840044695688477d58de866ea75ed,/AfriSpeech-100/test/b57a5e6f-3f45-4e48-adbe-3389aa0b3f4c/bb9f286c3a2a9566732ad0a2fdadc704.wav,8.814988662131519,nigerian,general,test,Female
87270,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,"Over 10 weeks, Bek and Louise Cooper, neither of whom had any catering experience, ran the takeaway from a dark delivery-only kitchen in the deprived suburb of Erdington, where, as it happened, Bek grew up.",206,98fccaa1dcb4d6cdf251ba2882abf376,/AfriSpeech-100/test/ad1ad68a-b4f7-4c11-85d3-f242972316e3/303831369ba888ee48a7e5beca95e48a.wav,20.77299319727891,nigerian,general,test,Female
87279,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,"I want to thank each of those who have agreed to participate in this important work, County Manager Mark Schwartz stated.",121,615b703c7b6a07e22ef8c74e6fe78439,/AfriSpeech-100/test/cf47f2ff-114b-446d-b607-3e9bd53a46a5/b59be1f377da973e95478f4b903833bc.wav,7.686984126984128,nigerian,general,test,Female
354860,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,"Menstrual bleeding for 14 days, contained with 4 pads per day with implant insertion. next line. Obialo Jimeta Dizziness, fainting spells or loss of consciousness
",162,b6dc046fa03571546013240f45550672,/AfriSpeech-100/test/f7d78c7b-58bf-4cb2-8cbb-af6bd2db0d83/dde8a234d14f8adc3dcef0f77bfa0aa9.wav,14.606984126984129,nigerian,general,test,Female
354906,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,"She coordinates a chapter of an international conservation organization, Mundus Maris-Science and Arts for Sustainability that improves awareness on safe ocean resources while empowering marginalized fisherfolks on sustainability and healthy living.
",249,9f8e039c7f7b8075679717f7e82326dd,/AfriSpeech-100/test/0690cd30-5ce5-4d16-99fb-c23b3574c04b/a821e79cc3e248a8984c7f8cf1d8198d.wav,15.595986394557825,nigerian,general,test,Female
354917,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,"A very common disease was discovered in Bida by Ucheonwu and Ola scientists at Dutse university from 1998 to 2006.
",114,5d21be20fe7cfb296745e29734c545ca,/AfriSpeech-100/test/07338285-f72b-4e3e-84b0-d225e3d795dc/c40972994375802a6ea35e560efdcf86.wav,7.9839909297052145,nigerian,general,test,Female
354940,f54eaaf8c521f134caba6b0a1ffc53cf,afemai,19-25,NG,"At a point JJC wanted to sign me
",32,d8a69d47be5119f3742ccf94780d4b35,/AfriSpeech-100/test/57d73d91-b45b-4fc3-ba72-2a4e30e8805a/5d0b40a4f071ff716845a3594b96eae3.wav,2.665986394557823,nigerian,general,test,Female
395914,11421e20a1243a86f6b3afebbef01cae,nupe,26-40,NG,"In this episode of So This Happened, we reviewed the viral sexual scandal involving students of Chrisland schools.
",114,61f1440af2055333a5c8f389d262e1ce,/AfriSpeech-100/test/9fa6403a-7a01-48e6-8487-42b6d1655876/bbc6c26531c853d2af9ffacc5de93412.wav,9.302993197278912,nigerian,general,test,Male
395947,11421e20a1243a86f6b3afebbef01cae,nupe,26-40,NG,"In appreciation of all volunteers and partners, the Masters Touch team hosted an appreciation dinner where all volunteers were treated to different kinds of delicacies and gifts.
",178,f88debf772bedc7edfd87ef0e6312ffb,/AfriSpeech-100/test/a49173c9-fb20-4ba6-8661-195c729b3727/0122041bf26250e3bb05626c40e9fd48.wav,14.036984126984128,nigerian,general,test,Male
395954,11421e20a1243a86f6b3afebbef01cae,nupe,26-40,NG,"Public speaker and political blogger Japheth Omojuwa just shared news of his engagement to his longtime sweetheart Demilade Odu on Instagram.
",141,5da30fa2303098417a1b1aee89c42481,/AfriSpeech-100/test/ca45359a-ab37-4bfc-a13a-9e1ac612b4a3/99434f10b3f0aa95d26c3980b0950cda.wav,10.383990929705217,nigerian,general,test,Male
395981,11421e20a1243a86f6b3afebbef01cae,nupe,26-40,NG,"The book was launched in 1974 about the same time that Naiwu Osahon the famous writer produced his great book Sex Is A Nigger.
",126,f0aefaf87914f8df04f0077239c9c9e2,/AfriSpeech-100/test/5d492432-bbc2-4805-adc2-0651e55aaf85/28ad157b52f934387f431c6fa46fa4a2.wav,12.258979591836734,nigerian,general,test,Male
197195,d0ceec9119d0091e24992adb31c5e10d,tiv,19-25,NG,"I feel really good about where we are, but I want to leave nothing to chance, which is why were spending so much energy focusing on telling voters to get your ballots in, Boockvar said.
",185,3954d16e7e152c564270b4dd3e670a0d,/AfriSpeech-100/test/d4ea21b7-7a10-4e00-b63b-e5fb9c16b720/b80e58299083641e9f60ae48ea902fae.wav,14.42,nigerian,general,test,Female
213414,5ce955aa40334995427338bbf96c4da9,tiv,26-40,NG,"Top gynecologists, Drs Chimezie Shola and Saka at Makurdi leading specialist hospital were quizzed on the management of several patients.
",137,3b82d5ce1fb105cf25ba19c81cac6b43,/AfriSpeech-100/test/6941160b-ae6d-4649-9165-5c778ebdd68b/a403341b5ceafa1c5c4f041d3bba59f5.wav,12.221995464852608,nigerian,general,test,Female
197151,d0ceec9119d0091e24992adb31c5e10d,tiv,19-25,NG,"Very loving and involved mother Kasiemobi Mogaji updated at bedside with interpretation by Nurse Ewaoluwa Chidolue
",114,27af558d283332b8b8b2cd9c5953ce2e,/AfriSpeech-100/test/b7ae10fa-b0f3-4431-930c-b08e005fa98a/48e7f2d7014e93e1e09d5aedc749b93e.wav,10.668979591836734,nigerian,general,test,Female
213693,5ce955aa40334995427338bbf96c4da9,tiv,26-40,NG,"Naira Marley is a demon  Sex-tape scandal pastor, Chris Omashola says
",68,d0650041adf3cf79b48dd273130ca19b,/AfriSpeech-100/test/74fa0c64-0237-403e-a102-bc6ef334a0f9/e7097081e76547262bc598a17455ea08.wav,7.376984126984127,nigerian,general,test,Male
213641,5ce955aa40334995427338bbf96c4da9,tiv,26-40,NG,"It is hoped that while travel restrictions remain in place due to the Covid-19 pandemic, the new Sketching Scotland series will help draw attention to one of the countrys most iconic views and see it transformed into a work of art.
",231,91d43cd2fdbe24953b2e48387ea0fd61,/AfriSpeech-100/test/dcd2be58-992f-427c-b947-4bd6858928a3/b6b3ee79360b2d3df16cbb72bbd02049.wav,23.31598639455781,nigerian,general,test,Male
213420,5ce955aa40334995427338bbf96c4da9,tiv,26-40,NG,"In Iceland, Keflavk was known for being a rich source of musicians during the 1960s and 70s, and is therefore also known as btlabrinn or The Beatle Town.
",153,48dc7d73b6eba22fb679387e4166a81b,/AfriSpeech-100/test/a298908d-1960-4149-a813-68d5193e1bc4/15daf0764cc0c2ef1febfffd004899e7.wav,19.388979591836733,nigerian,general,test,Male
213411,5ce955aa40334995427338bbf96c4da9,tiv,26-40,NG,"The U.S. Chamber of Commerce has publicly called for businesses, individuals and governments to work together to fight climate change.
",134,cf5e52e2705aed9ac59569a5b8cb1b55,/AfriSpeech-100/test/96b218e7-daee-43d1-8a21-d826add36111/145b94b6d51940ec083bb323552fa173.wav,10.09498866213152,nigerian,general,test,Male
236666,d0ceec9119d0091e24992adb31c5e10d,tiv,19-25,NG,"Through Brockville, all potential learners from Nigeria will receive various discounts and scholarship opportunities to pursue the Chartered Economist programme of ICCE.
",169,746e8b2dd42822f7cb54cc2bc66fdefa,/AfriSpeech-100/test/5c41b51c-995a-4b8f-b4ba-00f0d123b416/17a11bbfa4fe2ada1da02af87359d211.wav,17.346984126984125,nigerian,general,test,Female
730148,633ea93e9a3eb22f92e6c522c11f1f52,ogoni,19-25,NG,A third cardioversion had been planned when the patient spontaneously converted to NSR.,87,23b36c7277da19116a58f933c58de514,/AfriSpeech-100/test/6fc8ad90-7817-4464-9e2b-c9aab69eb08f/d70a3b2762bbe59f85a023e6a22c7b13.wav,6.246984126984128,nigerian,clinical,test,Male
730168,633ea93e9a3eb22f92e6c522c11f1f52,ogoni,19-25,NG,"""On first transfer to the Ofoshogu, he was initially in afib withRVR.""",68,dec68108968f4db3ea7fe16eed98500a,/AfriSpeech-100/test/300e8205-cc32-424b-bfc5-f6bc8e35cce8/6f4a8bbbceb64a4dc1ea57a4d0111072.wav,10.18498866213152,nigerian,clinical,test,Male
17301,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"THE Government of Guyana and global oil giants, ExxonMobil will on Friday sign an agreement, paving the way for the company to move ahead with its Payara project.",162,abf2d72646804ef7a6a1feb4710c3693,/AfriSpeech-100/test/2708c343-96fd-4326-97a8-9f63af337b10/3b7dd505cf72be96c08cb274805173ed.wav,15.472993197278912,nigerian,general,test,Male
21316,c650864503024b6056b1db45212bd248,eggon,41-55,NG,North Sydney councillor Ian Mutton said green space needed to be preserved.,75,d3160b0720e893ecc073c41b0cbe607f,/AfriSpeech-100/test/d74061d0-8a9c-4a82-9c52-1ae18c4e893b/ae7449cdbabd4e0fdb9c7350bbaa13af.wav,5.555986394557823,nigerian,general,test,Male
21212,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"Cashaa CURRENCY:CAS traded 0 higher against the U.S. dollar during the one day period ending at 0:00 AM ET on May 11th.
",119,664b4201a78ac06c08598868bcb1b472,/AfriSpeech-100/test/5e82ebe5-a226-4207-99b3-d5667ebf18a2/5ca28beffb88ea809402ef5ea6179710.wav,74.75897959183673,nigerian,general,test,Male
17322,c650864503024b6056b1db45212bd248,eggon,41-55,NG,Idowu appealed to the Lagos State government to enforce the law banning okada riders in the state.,98,84cbcf0071a162973914c92381bdfc7c,/AfriSpeech-100/test/089e33a4-721b-4f8d-a350-cdf8af464c9a/90a6be251d8b869a34e3eff4be62b1a4.wav,8.420997732426304,nigerian,general,test,Male
21185,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"Nkwoama will pick Egudu up from Aba hospital on Thu 31 Jul, 2003",64,da1bc73dad1de8723953073727c2eb57,/AfriSpeech-100/test/6b3835cc-f3ad-4643-8ae2-0c03a5b3627c/28db8294bb942f2068f39244e37f6883.wav,8.290997732426304,nigerian,general,test,Male
17312,c650864503024b6056b1db45212bd248,eggon,41-55,NG,The nth Fibonacci number can be written in terms of the golden ratio.,69,84af3e27de94e2b18f9a09a370b98f80,/AfriSpeech-100/test/57dad7f6-5e71-4e02-882b-eaeabb26c8a3/044fa3124e312c2f58569091e5794e0b.wav,5.665986394557822,nigerian,general,test,Male
10823,7d3d238ea7fcdc384310b4c16f7e12d2,eggon,,NG,"About two weeks later, the Obama administration declared a public health emergency against H1NI, also known as the swine flu, and the CDC began releasing anti-flu drugs from the national stockpile to help hospitals get ready.",225,1b3acf2c754d0c7d7ff3fdf8274b0f89,/AfriSpeech-100/test/0cf213fd-ce88-4418-abdc-db3f3f22ecf0/88781336996d16070255ceb679373be7.wav,23.69698412698413,nigerian,general,test,Male
21204,c650864503024b6056b1db45212bd248,eggon,41-55,NG,Patient Kuti Eboda chief complaint started 5 days ago and lasted for five hours,79,09303b490f1fa1ae1b903ae7914f0c0c,/AfriSpeech-100/test/fdd48970-0d04-4cd4-9243-b04e78ce595f/bd7c064d206a8e323bee5c02d4bd068f.wav,8.72,nigerian,general,test,Male
17320,c650864503024b6056b1db45212bd248,eggon,41-55,NG,One of his touchdowns was a record 106 yards after he intercepted a pass. That was an NFL record until Reed broke his own record in 2008 with a 107 yard interception return for a touchdown.,189,da96210d19b443fc25a7c41a8870a5dd,/AfriSpeech-100/test/c560ad27-ef85-42ef-947a-69dd30ec100b/d61de99762626d89f7f0823e359cfc61.wav,21.86299319727891,nigerian,general,test,Male
21279,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"ENT: There is purulent fluid in both ears. next line. Assessment: chronic suppurative otitis media secondary to Malaria. next line, Signed: Dr Chinodebem Binta",159,a99ec2c8ae1aea3b46e402a416152af1,/AfriSpeech-100/test/f12622a4-7cad-4897-a22f-6b3687282e89/e83a2305e7e6dc9d4c6caefe44e4b745.wav,22.58897959183673,nigerian,general,test,Male
21199,c650864503024b6056b1db45212bd248,eggon,41-55,NG,Dr. Emenike and Daomuna was notified in person of the results during the procedure on 09 March 2006 at 820 am.,110,7eaa8a087fc08644d7bc8743e27f2745,/AfriSpeech-100/test/4a672689-479f-46d3-bbe8-9a76cd3fc73f/261088367d34a229b9ce74a31ad4a10f.wav,10.612993197278907,nigerian,general,test,Male
21183,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"The investigation includes questions about involves at least four properties, including the Seven Springs estate in Westchester, New York originally built by Eugene Meyer, a former publisher of the Washington Post.",214,b3940c0abb9fd0b16d5e6180f4cf50cf,/AfriSpeech-100/test/e7ad3ec4-adb8-4307-b702-4ddf556d6bb4/effece3bc6ea32fcae1b94f1f550b796.wav,22.123990929705204,nigerian,general,test,Male
21194,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"The elderly clergy man, Revd Fasasan Onyemauwa developed a heart attack",71,01b5cfd1af481b65280b02cb81766ff4,/AfriSpeech-100/test/54c11022-f01e-4f47-91aa-323b0371237d/b6c0a4a2c16d3427e316fae59f74b58b.wav,8.21498866213152,nigerian,general,test,Male
17318,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"Aguilas inspiration for the name M25 comes from the twenty-fifth chapter in the gospel of Matthew in the Bible, which includes a parable about using God-given talent for the greater good.",187,04be49054fdc92e304acbeb1bc5a249e,/AfriSpeech-100/test/6959f372-1cdb-4423-b848-d350fbd02869/a674157b0689d7cf4c37025e62eef6e6.wav,19.78498866213152,nigerian,general,test,Male
17289,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"President Dr Julius Maada Bio yesterday launched a 10 Million Euro programme in Makeni  northern Sierra Leone, aimed at supporting development projects across the district councils of Bombali, Kenema, Pujehun and Kambia.",219,60ca82d19ca37b846f4269098fd93444,/AfriSpeech-100/test/a86e1b85-b9af-4229-acf4-b4409a7fa03c/400ad8faaab8f1cccaa765ae4c143cfc.wav,24.99199546485261,nigerian,general,test,Male
21290,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"In a bid to help businesses keep up to date, apparently, the Prime Minister has joined LinkedIn, and in the best tradition of the Curriculum Vitae, hes neglected to list those jobs from which he was sacked.",206,70f3b4210e7ebce5b8481aadb42cc3e4,/AfriSpeech-100/test/192269d6-8ea4-46e4-9a50-e6ed623c08bf/49f4d083eda83e0a8d7a0ea0fa65e786.wav,20.448979591836725,nigerian,general,test,Male
403560,6cbcea9cedf9457d92fb8c3d0e9fbe45,ukwuani,26-40,NG,"In a statement issued and signed by the Executive Director, YIAGA AFRICA, Samson Itodo, the group expressed shock over the development, saying this runs contrary to the Presidents public stance on the  NotTooYoungToRun bill.
",223,77056c2d451534f9973b596491d51109,/AfriSpeech-100/test/b0663487-a959-48d3-8b55-21a41cd718d1/0a1223c4b9258e71a6899a0c024d8aa1.wav,26.59199546485261,nigerian,general,test,Male
403519,6cbcea9cedf9457d92fb8c3d0e9fbe45,ukwuani,26-40,NG,"pic.twitter.comcdRgWbdBdpIn August 2020, Cameroonian tomato farmers in Yaounde saw considerable losses during the coronavirus pandemic, which made it difficult for farmers to transport their produce to neighbouring towns and outside the country.
",245,291faa30541ce3544f6304f3f8066204,/AfriSpeech-100/test/415d60ff-89d2-4766-8ab2-f3c47c704942/cd6eb973fa519fb5093daf59c2425868.wav,24.305986394557824,nigerian,general,test,Male
225319,c87aeaafc7b87a6f51291783e195e4e4,ukwuani,19-25,NG,"Prior to diving deep into the adult entertainment industry, Yotta appeared on several popular reality shows, including Im a CelebrityGet Me Out of Here
",151,dfed1398579f26501cbc6fa15a74976c,/AfriSpeech-100/test/a28cba5e-707b-4d4c-8374-a4d4e2f6eacf/20246e796318bac0531e2886497d36cb.wav,2.612993197278912,nigerian,general,test,Male
403606,6cbcea9cedf9457d92fb8c3d0e9fbe45,ukwuani,26-40,NG,"That is why I came up with the philosophy of Oyo si ma dun Oyo will prosper again.
",82,867095dbce6b92bc85e9083d65199b1b,/AfriSpeech-100/test/f71d2040-2d52-4b3a-b3dc-a23e5c819160/e7f3bae4c0009871953bee580d0cf570.wav,9.972993197278912,nigerian,general,test,Male
403600,6cbcea9cedf9457d92fb8c3d0e9fbe45,ukwuani,26-40,NG,"Chukwuka came down with Olusola disease, and was treated with Udeada drug at Katsina hospital on 08/11/2013
",107,6889f469958bb67e21f160fee3477d39,/AfriSpeech-100/test/62bc538a-4d12-46c0-9437-bd6dcd1255ee/7b3789f48958a94abf9196041d9c453e.wav,16.72897959183673,nigerian,general,test,Male
403526,6cbcea9cedf9457d92fb8c3d0e9fbe45,ukwuani,26-40,NG,"However, according to Turker, both parties have agreed to extend the deal.
",74,f3fd05cce1822f2248e4a9a29fda4764,/AfriSpeech-100/test/c14d1dde-0c41-4e9e-b487-fc2c8a325acb/9626a52f051be1cd68e5e3b19f8ade8f.wav,8.170997732426304,nigerian,general,test,Male
403556,6cbcea9cedf9457d92fb8c3d0e9fbe45,ukwuani,26-40,NG,"What will I tell Papa? is a recurrent question that H.I.D asks when she was confronted with a challenge for which she thinks she will have to account to her husband when they meet.
",180,4cff2ca0561e76c8c8c79a30d3f3f3a9,/AfriSpeech-100/test/766b7441-2a0d-4edf-88e8-b8478197b5af/41ab3ebd217903f86691ca43c7831dd7.wav,24.066984126984128,nigerian,general,test,Male
403612,6cbcea9cedf9457d92fb8c3d0e9fbe45,ukwuani,26-40,NG,"Kilani began playing the piano when he was a young child at Asaba elementary school
",83,9b607b1beb5381c0002eb6ded4f6e567,/AfriSpeech-100/test/484f6796-87bc-4327-84de-14ce827b5489/40e0502deb866dc414b85de9ddc58aa0.wav,9.19,nigerian,general,test,Male
352070,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Dr Bovee Marwoney speaking. Next line. Fever is high grade, intermittent, temporarily relieved by paracetamol. Next line
",120,719fc16f2bd4bcd3403d43d1d6457e75,/AfriSpeech-100/test/7fbfbe57-658f-4bde-a80c-099c60caa899/0e59d7e4524b77efef4f29f5096309a3.wav,13.922993197278911,nigerian,general,test,Male
259272,67b853b96cb308856908cc66737bb88e,anaang,19-25,NG,"His uncle, Sir Harry Rawson, had held the same position twenty years earlier.
",77,e62d89c096354d25557beee42d681289,/AfriSpeech-100/test/b1744086-9d85-49d4-a993-362fb1df557e/1b9987e31320e28e0ab761e2603ebb5e.wav,6.860997732426304,nigerian,general,test,Female
352063,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"The track is off Ladipoes Providence EP produced by Johnson IP and London.
",74,682299086e46c275940428dfa4fc7cf1,/AfriSpeech-100/test/33e39e66-c8c0-4a2b-9919-d7a6943fbdff/0bc8c74fd0c0f500b13b8fe29b434a29.wav,6.970997732426302,nigerian,general,test,Male
351909,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Adedoja commiserates with Oyo people over Alaafins demiseI equally want to know the remedy for a sudden mouth odour.
",116,610bccb977726c8d6b8a0f0a6a1a5a07,/AfriSpeech-100/test/04e11f63-d16a-4fe5-bb7d-f33a05fd3b43/24d7b1ee7af56f85c0a3bb982263cc0c.wav,9.172993197278911,nigerian,general,test,Male
351952,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Dr Chiziebube Chinonso speaking. Next line. Patient has tried activity modification, physiotherapy, and analgesics with no improvment. Next line
",144,525de3d78a0b3ccbab792c6be8b6cd26,/AfriSpeech-100/test/483ecb84-051c-498a-bedf-7c951ce2bd8a/a4820340ca89efd221605683bccd0325.wav,15.060997732426303,nigerian,general,test,Male
351984,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Bilateral ear discharge of 3 days duration and fever of 3 days duration. Bilateral ear discharge was first noticed 3 days ago. Ahtonkah Giddy has had ear syringing in the past
",175,b19caeb62fda081f447f42d0000f58fd,/AfriSpeech-100/test/2c0f5990-2d3c-4ff9-a7bf-aae243306a01/15da96cff7e43fbeb44fdd42f3ddf98a.wav,15.91498866213152,nigerian,general,test,Male
352056,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Top gynecologists, Drs Oguyormu Indeboo and Codeah at Aboso leading specialist hospital were quizzed on the management of several patients.
",139,99ec9cb4f91ec9ee04b631fdc8563a73,/AfriSpeech-100/test/9807f4c0-59ff-47ea-a0ef-05f7fa4e626e/c55698e6167483a42b3fc98fe4587aa5.wav,12.507981859410432,nigerian,general,test,Male
351932,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Benjamin Disraeli was a late 19th century British prime minister, very distinguished in governance and first class in literary creativity.
",138,dde0d53ef4bb178a3339013c03f76f09,/AfriSpeech-100/test/270f4b45-de14-4923-b602-2da7d4d3dad5/8ad75989aeea343b2fa3934bcf0a6d0a.wav,10.60498866213152,nigerian,general,test,Male
352243,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Top gynecologists, Drs Fangah Bobo and Epapa at Marsabit leading specialist hospital were quizzed on the management of several patients.
",136,51e8ced115ba30a9112606c693e1ae7a,/AfriSpeech-100/test/650033f7-48f4-443a-a30a-cc08b905c9f8/a7346a8b8b8ec678feb0ccb4e4afbbb3.wav,11.332993197278912,nigerian,general,test,Male
352107,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"The attack was on the entourage of Nkrumah coming from the Northern border of Ghana.
",84,eed95ffbe5916319db9a20bba316149e,/AfriSpeech-100/test/49fa6b01-9a23-497b-8401-544250ea96da/2b5da7b7779a8f345047fdcd0d4b8f18.wav,5.7589795918367335,nigerian,general,test,Male
352097,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Dr. Mrs. Yohkay Acquan in her Asamankese interview said Malaria, Typhoid fever, Yellow fever, Tuberculosis, COVID-19 are endemic diseases
",137,12310a6aeb4051e5db544a97a8e71c3d,/AfriSpeech-100/test/fef0a6b9-b75c-4ac9-8816-d4ca10199df3/4a9d8d2e498927ce967d651226daf2c2.wav,13.786984126984128,nigerian,general,test,Male
352208,257ab53873c7347d316fe9a6e1fb7ce7,anaang,26-40,NG,"Ogardimede Peh blood group is O-positive, and genotype is AA
",60,6abda22adc15686b2894350741f37886,/AfriSpeech-100/test/b7ddd359-ea1d-4605-82e2-b36e9b1a95d0/f58c250b9bec1285ebff36f63d078202.wav,5.740997732426304,nigerian,general,test,Male
601283,14a726e2942e3d716ec4698ce51617cf,english,19-25,NG,Larry would like everything done .,34,1c59a44a67eac93ced9b4c2a4cb41891,/AfriSpeech-100/test/cb8cfa37-132c-4f37-bafe-bb8513fb8fde/e64a01cca8fe7796db9834feed4b0ba8.wav,2.370997732426304,nigerian,clinical,test,Male
511852,8cce6329f8a53977685d157acd19f9ba,bini,19-25,NG,Chimere Ninilowo/CENT/MIDNOT,28,1ce8669b8990740348188b57e553efb8,/AfriSpeech-100/test/15e4c234-f369-4cc7-9ef8-fba808da0b58/2cece46eaa5152bd4c59e3f2cbee03db.wav,3.7149886621315193,nigerian,clinical,test,Female
512878,8cce6329f8a53977685d157acd19f9ba,bini,19-25,NG,RESPIRATORY CARE: Pt with G                                    uillian Barre' Synd.,48,441c8c8280d4dfd42eebdc512fdc2133,/AfriSpeech-100/test/61e37eff-1cc9-4736-8480-dc45058ffa2f/bc9a137fdf7ee318f293718014b99d08.wav,5.247981859410431,nigerian,clinical,test,Female
512611,8cce6329f8a53977685d157acd19f9ba,bini,19-25,NG,Ilemobayo Chimeremma M.D.,25,6566792aca2a47fb0869a65d46361174,/AfriSpeech-100/test/f3727628-6793-43a2-a383-cc6d86f84c30/6587e97c0112d15fb5874d03813a612f.wav,2.142993197278912,nigerian,clinical,test,Female
512872,8cce6329f8a53977685d157acd19f9ba,bini,19-25,NG,Flagyl recently d/c'd.,22,87e25287c7caab07ab21bbb0c3bf8caf,/AfriSpeech-100/test/1211f9a0-30a2-43ee-9dd1-3a61625b0f15/dd73d713a549ed4ec004cac74ad66cb5.wav,2.507981859410432,nigerian,clinical,test,Female
210292,6a394f4a62b6c4bbf5cb1a053651a06c,berom,19-25,NG,A: SL irritable today P: cont to support development 5 mom called Chikodi and visited.,81,7600c4bfea5b79ce82911e358fe8e285,/AfriSpeech-100/test/eaa93eeb-12bd-46d4-854b-bc3ee8f73c6c/9663b750961569689c58934b1579f302.wav,11.432993197278911,nigerian,clinical,test,Female
368635,dd4100d184a256e857ed32b6ca35c069,berom,19-25,NG,"That is what we have set out to do and at this moment, we dont have any issue or programme to close down the airport physically or disallow staff of the Federal Airports Authority of Nigeria FAAN from operating in any of the airports.
",234,0abcc5a8ff1e5e0cdd930d089318fac2,/AfriSpeech-100/test/63ae1ff7-0740-45f3-826d-4450f6b72ed3/ee11847bfd51c1cd70259d34b27333a2.wav,19.080997732426304,nigerian,general,test,Female
368489,dd4100d184a256e857ed32b6ca35c069,berom,19-25,NG,"Dikenna came down with Anyannaka disease, and was treated with Chukwudumaga drug at Calabar hospital on 22-09-1972
",114,5d63824c6d62f1c9580aedf3d5bc3383,/AfriSpeech-100/test/cb49c34d-460c-42a2-af95-85704f6f4286/d7ebfae81a359a8632f51930a69bd551.wav,15.754988662131517,nigerian,general,test,Female
368535,dd4100d184a256e857ed32b6ca35c069,berom,19-25,NG,"There is no excuse for the SSS, police and the military not to track and locate the kidnappers hiding within the country.
",121,5004b74f41adca635c88c062ddfbaa36,/AfriSpeech-100/test/dde4c17a-35e7-418f-80e7-01d502b00684/9b1915a3edd624801dd1893d99c6fd6f.wav,9.040997732426304,nigerian,general,test,Female
368475,dd4100d184a256e857ed32b6ca35c069,berom,19-25,NG,"They are at liberty to make these changes have been at huge cost to the commission that deployed staff to various states from Abuja and within states.
",150,fa61783873b94d44654927613393e02c,/AfriSpeech-100/test/6b9b01f3-1b0e-4313-9f90-6aaa5281e8e4/b630cddb8986a34d00e5e4ae7a4112f0.wav,11.54,nigerian,general,test,Female
431660,5eeede5dd9c2db69ae67e902b6f5f907,"yoruba, hausa",26-40,NG,"This is particularly noticeable in India where,  in some areas, the use of a particular type of tobacco appears to be associated with a very high incidence of cancer.",165,d82fb93a241c76386276ffdedf48d572,/AfriSpeech-100/test/b71e51fd-a9d0-4ec1-b73d-2dfecec929cc/47cac7b52db3a4c6fd507a4f07afc9ba.wav,11.118979591836736,nigerian,clinical,test,Male
514103,536d78a0fa587b8ff0c6e4300b1b6e46,ekpeye,19-25,NG,Echezonachukwu Kamsiyochukwu M.D.,33,843022d4f6886c99860063bdff571fea,/AfriSpeech-100/test/6810c83b-f8f3-49f7-8704-b13b59f80bf4/92124405f300367c5eb5b4171bb42aa2.wav,2.858979591836735,nigerian,clinical,test,Female
